566ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
883ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1565ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1849ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2182ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2464ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2568ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2728ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2855ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2976ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3104ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3226ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3349ms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3495ms	14.4233	-49.8772	100.159	-109.774	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3675ms	-10.3074	64.8891	83.8404	39.8115	2	-9.43212	51.9338	84.6066	40.4987	3	13.6277	-55.8448	88.9905	-108.808	5	32.3974	21.0848	85.9538	-41.5019	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3877ms	17.0391	10.9762	86.6228	-42.3089	1	-2.75428	59.4748	85.5801	43.0485	2	-4.45776	44.8439	86.6831	42.5655	3	14.7449	-33.7201	90.1168	-106.776	4	16.2394	-45.2119	93.0774	-105.434	5	16.8985	25.9155	85.9439	-41.7065	10	0	0	0	0	0	0	0	0
4110ms	19.3513	13.8746	82.9994	-42.2707	1	-9.19768	58.2758	83.1985	42.7895	2	-8.52698	45.4774	83.8066	42.8861	3	12.3629	-38.4418	84.6795	-104.611	4	12.2821	-52.1365	84.56	-105.038	5	-81.9273	-8.26523	85.0046	158.391	6	0	0	0	0	0	0	0	0
4310ms	21.3651	17.0861	80.8905	-45.7985	1	-11.1457	58.1481	82.2654	39.88	2	-10.4917	46.5464	81.7188	39.5969	3	14.7873	-40.6863	81.9896	-108.213	4	15.6168	-53.2897	81.5959	-108.577	5	-82.1934	-11.2395	83.7008	155.317	6	0	0	0	0	0	0	0	0
4513ms	20.8902	16.5196	80.6111	-46.2299	1	-9.5905	57.7575	82.4144	40.2217	2	-10.6332	45.3146	82.1719	40.1201	3	16.1103	-39.6552	81.8574	-108.094	4	15.5984	-52.6139	81.7949	-108.387	5	-82.3372	-10.0181	83.1822	154.771	6	0	0	0	0	0	0	0	0
4721ms	20.0532	15.9972	80.177	-46.7699	1	-9.42534	57.8942	80.5075	40.9806	2	-10.26	45.4504	80.4587	40.7708	3	14.1928	-37.8072	83.0897	-107.176	4	14.6556	-52.6824	81.3665	-108.393	5	-82.0641	-9.97674	82.5938	154.344	6	0	0	0	0	0	0	0	0
4925ms	17.8364	13.4898	81.3864	-47.2321	1	-9.60945	57.8196	80.2767	41.4889	2	-9.40818	46.2588	79.7707	41.1568	3	14.0044	-38.8963	82.42	-107.548	4	13.8135	-51.7678	82.2397	-107.493	5	-81.9721	-10.2358	80.9576	154.132	6	0	0	0	0	0	0	0	0
5120ms	20.5652	16.4025	78.9941	-46.6122	1	-10.3433	57.6117	79.6408	41.8064	2	-10.1729	45.5307	79.6444	41.7878	3	15.7366	-36.9998	82.6368	-106.406	4	15.2362	-50.818	82.1459	-106.655	5	-81.775	-10.0908	80.8789	154.37	6	0	0	0	0	0	0	0	0
5316ms	22.3299	15.1581	78.5506	-49.301	1	-9.87064	57.7404	79.3331	41.1403	2	-9.80566	46.5621	77.858	40.6416	3	15.8307	-40.9818	79.642	-108.078	4	15.7982	-53.9078	78.697	-108.305	5	-82.6488	-10.7485	80.204	152.596	6	0	0	0	0	0	0	0	0
5506ms	20.4483	14.4311	78.9095	-50.6436	1	-10.774	57.5457	77.2673	40.5456	2	-10.3632	45.6938	77.1123	40.3035	3	13.2867	-40.8994	80.4938	-108.384	4	13.0946	-53.2702	79.6223	-108.897	5	-81.7876	-9.50917	79.9689	150.517	6	0	0	0	0	0	0	0	0
5689ms	20.8148	15.4154	78.2874	-50.4091	1	-10.0866	57.4669	78.1459	40.6859	2	-10.4413	46.0043	76.9787	40.4054	3	13.287	-41.6221	79.7695	-108.641	4	14.0066	-54.0715	79.0022	-109.247	5	-81.4463	-9.51981	80.5993	150.746	6	0	0	0	0	0	0	0	0
5894ms	20.0803	14.5394	78.981	-50.3771	1	-10.3837	57.566	77.7544	40.6864	2	-9.92001	45.48	77.0512	40.534	3	14.6494	-39.9015	80.0268	-108.492	4	15.5503	-50.6724	80.7728	-108.482	5	-82.6975	-22.94	78.5932	151.073	7	0	0	0	0	0	0	0	0
6082ms	20.3555	15.1366	78.3263	-50.6634	1	-11.0268	57.3427	77.5544	40.2799	2	-10.6916	45.6959	76.9763	40.0723	3	14.6524	-37.2654	81.7942	-108.186	4	16.6304	-49.6241	81.7892	-108.679	5	-81.1676	-10.0587	80.6471	150.445	6	0	0	0	0	0	0	0	0
6277ms	22.1228	15.22	77.5191	-51.5899	1	-10.279	57.7782	76.6825	39.7813	2	-10.0465	45.4977	77.425	39.759	3	13.8499	-39.3461	80.3547	-109.255	4	14.1496	-52.0005	80.3598	-109.611	5	-81.4566	-10.3559	79.7729	150.187	6	0	0	0	0	0	0	0	0
6469ms	21.9623	15.3642	77.4499	-51.9359	1	-9.83339	57.1625	77.9521	40.057	2	-10.236	45.5285	77.0118	39.6548	3	14.778	-38.3608	80.7202	-109.43	4	15.89	-52.1816	79.48	-110.218	5	-81.6354	-9.89683	79.9671	149.713	6	0	0	0	0	0	0	0	0
6654ms	20.9812	13.9489	78.0827	-52.7809	1	-10.4861	57.967	76.8868	39.0848	2	-10.2698	46.0099	76.3774	38.9958	3	14.5755	-40.3767	79.7584	-110.052	4	14.9814	-52.859	78.8947	-110.862	5	-81.7365	-10.6473	79.1936	149.368	6	0	0	0	0	0	0	0	0
6853ms	20.7932	14.1804	77.9612	-52.5291	1	-9.39358	57.7648	76.9356	39.5914	2	-9.86151	46.3413	76.2489	39.2066	3	15.5449	-39.0245	79.0986	-110.425	4	13.926	-51.9564	80.5332	-109.949	5	-82.5421	-9.86941	77.7429	148.871	6	0	0	0	0	0	0	0	0
7027ms	20.3714	13.643	78.2736	-53.2541	1	-10.6346	57.7737	76.7591	39.0009	2	-10.4148	45.3354	76.4843	38.81	3	14.6272	-38.9029	79.5127	-110.591	4	14.4447	-52.1963	79.6342	-110.588	5	-81.7704	-10.9807	79.6436	148.915	6	0	0	0	0	0	0	0	0
7196ms	18.5172	11.582	79.3742	-53.1754	1	-9.49099	57.8204	77.2325	39.2269	2	-7.95836	45.8393	77.0744	39.299	3	13.9701	-38.871	79.8142	-110.218	4	13.0353	-51.1122	81.2336	-110.031	5	0	0	0	0	0	0	0	0	0	0	0	0	0
7370ms	19.4712	13.381	78.4175	-53.6698	1	-10.7325	45.445	76.7659	38.6843	3	12.6894	-40.0688	79.0321	-109.807	4	13.2401	-51.9962	79.1166	-110.265	5	-82.7146	-16.0197	79.7766	148.934	6	0	0	0	0	0	0	0	0	0	0	0	0	0
7535ms	19.5232	13.5657	78.288	-53.8198	1	-18.8404	57.0493	65.0359	34.0535	3	13.4119	-40.568	78.1727	-109.887	4	13.522	-51.4749	79.639	-109.709	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7690ms	20.3442	15.1358	78.0052	-53.0683	1	13.5293	-39.2547	78.7174	-108.645	4	13.1133	-52.2321	78.5694	-108.924	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
