2	-2859	-4101	1077	20
3	-2428	-4111	1067	23
4	-2058	-4160	1074	36
5	-1651	-4161	1072	29
6	-1275	-4207	1073	19
7	-882	-4211	1062	18
8	-481	-4195	1057	15
9	-93	-4229	1050	17
11	-3187	-3632	1082	30
12	-2837	-3709	1087	23
13	-2452	-3715	1085	21
14	-2048	-3783	1076	33
15	-1662	-3808	1073	28
16	-1261	-3816	1068	19
17	-868	-3792	1067	22
18	-485	-3785	1051	15
19	-81	-3824	1042	22
20	318	-3828	1029	19
21	-3248	-3233	1075	42
22	-2837	-3301	1064	38
23	-2426	-3290	1079	31
24	-2036	-3355	1084	30
25	-1672	-3387	1067	24
26	-1282	-3374	1078	29
27	-873	-3407	1059	15
28	-504	-3384	1063	17
29	-85	-3430	1040	12
30	257	-3396	1021	20
31	-3225	-2836	1085	30
32	-2832	-2871	1077	30
33	-2448	-2890	1084	36
34	-2065	-2914	1086	30
35	-1670	-2937	1088	30
36	-1286	-2974	1083	25
37	-846	-3009	1067	27
38	-505	-2986	1049	10
39	-100	-2992	1040	10
40	275	-3015	1027	10
41	-3230	-2415	1090	40
42	-2818	-2474	1069	31
43	-2443	-2481	1076	30
44	-2044	-2513	1067	29
45	-1697	-2485	1084	34
46	-1287	-2553	1075	19
47	-893	-2572	1072	19
48	-503	-2586	1029	17
49	-144	-2590	1062	10
50	282	-2579	1030	9
52	-2833	-2055	1073	35
53	-2453	-2091	1070	39
54	-2074	-2094	1080	25
55	-1674	-2163	1072	29
56	-1294	-2163	1071	16
57	-913	-2193	1055	20
58	-526	-2170	1024	11
59	-145	-2173	1022	9
60	257	-2172	1012	9
61	-3294	-1625	1088	39
62	-2875	-1678	1085	39
63	-2480	-1694	1081	36
64	-2099	-1726	1072	29
65	-1688	-1740	1077	20
66	-1337	-1811	1053	24
67	-914	-1765	1055	17
68	-533	-1736	1036	21
69	-137	-1810	1009	11
70	244	-1777	1005	10
71	-3351	-1147	1099	42
72	-2905	-1185	1093	32
73	-2477	-1196	1099	33
74	-2062	-1143	1093	25
75	-1698	-1279	1092	20
76	-1348	-1290	1064	8
77	-902	-1268	1069	13
78	-563	-1287	1078	12
79	-156	-1277	1021	10
80	254	-1297	986	9
81	-3286	-793	1083	40
82	-2878	-819	1094	34
83	-2475	-838	1089	34
84	-2099	-888	1077	32
85	-1704	-913	1085	29
86	-1394	-845	1096	20
87	-934	-918	1075	18
88	-530	-927	1063	15
89	-147	-904	1007	9
90	247	-910	981	8
92	-2854	-396	1087	38
93	-2464	-437	1082	38
94	-2077	-478	1084	28
95	-1699	-514	1088	26
96	-1316	-538	1083	19
97	-914	-502	1064	12
98	-518	-520	1067	10
99	-131	-501	976	9
