3	-2430	-4147	1080	20
4	-2030	-4178	1070	19
5	-1660	-4167	1059	19
6	-1261	-4219	1040	10
7	-869	-4229	1049	10
8	-449	-4229	1039	10
9	-68	-4260	1039	10
12	-2798	-3737	1100	20
13	-2428	-3769	1080	20
14	-2019	-3819	1050	29
15	-1639	-3808	1059	19
16	-1281	-3837	1029	20
17	-830	-3839	1049	10
18	-479	-3810	1019	10
19	-59	-3850	1009	10
20	330	-3849	1020	19
23	-2410	-3378	1080	20
24	-2059	-3380	1070	19
25	-1640	-3419	1060	20
26	-1310	-3379	1050	20
27	-849	-3450	1060	19
28	-510	-3409	1019	10
29	-59	-3429	1009	17
30	289	-3441	1009	10
32	-2859	-2894	1079	20
33	-2451	-2960	1074	29
34	-2091	-2971	1070	20
35	-1630	-2991	1079	30
36	-1320	-2959	1049	10
37	-829	-3039	1059	30
38	-529	-2960	1000	9
39	-118	-2990	1000	10
40	269	-3009	999	10
42	-2801	-2459	1060	30
43	-2446	-2466	1069	26
44	-2079	-2540	1059	19
45	-1645	-2580	1089	20
46	-1330	-2530	1049	10
47	-889	-2560	1059	10
48	-529	-2540	1009	9
49	-166	-2592	1049	10
50	270	-2570	1009	9
53	-2436	-2084	1061	36
54	-2128	-2110	1069	30
55	-1663	-2173	1070	21
56	-1370	-2118	1059	10
57	-926	-2161	1050	19
58	-569	-2132	1000	10
59	-189	-2130	1000	9
60	201	-2131	999	9
63	-2498	-1669	1070	30
64	-2129	-1740	1059	29
65	-1688	-1750	1069	30
66	-1359	-1751	1030	20
67	-929	-1750	1050	20
68	-581	-1698	1002	20
69	-169	-1760	979	9
70	199	-1759	980	10
73	-2529	-1188	1080	30
74	-2118	-1251	1081	30
75	-1740	-1228	1079	19
76	-1409	-1270	1053	10
77	-991	-1263	1049	10
78	-564	-1273	1059	10
79	-221	-1280	947	10
80	192	-1297	947	9
83	-2481	-820	1101	40
84	-2089	-898	1079	20
85	-1690	-888	1081	29
86	-1330	-916	1050	10
87	-941	-918	1058	19
88	-570	-938	1034	10
89	-180	-907	909	10
90	209	-914	919	10
93	-2460	-438	1080	30
94	-2070	-468	1091	29
95	-1670	-478	1079	20
96	-1311	-508	1060	20
97	-850	-491	1070	9
98	-432	-514	1068	9
99	0	0	0	0
