2	-2842	-4097	1071	20
3	-2427	-4111	1075	23
4	-2047	-4163	1065	36
5	-1646	-4164	1073	28
6	-1274	-4199	1069	19
7	-868	-4218	1069	18
8	-473	-4197	1073	12
9	-88	-4227	1061	10
11	-3199	-3649	1078	30
12	-2824	-3701	1082	28
13	-2446	-3711	1085	26
14	-2042	-3789	1073	33
15	-1654	-3810	1070	26
16	-1250	-3810	1069	18
17	-865	-3765	1081	29
18	-480	-3794	1071	19
19	-81	-3830	1063	18
20	330	-3849	1020	19
21	-3243	-3220	1088	40
22	-2837	-3300	1065	40
23	-2421	-3296	1075	29
24	-2048	-3331	1082	30
25	-1645	-3412	1070	20
26	-1266	-3379	1080	27
27	-861	-3423	1078	20
28	-488	-3392	1074	18
29	-67	-3448	1052	15
30	245	-3346	1038	18
31	-3229	-2825	1085	34
32	-2831	-2868	1078	32
33	-2439	-2879	1079	39
34	-2060	-2901	1088	31
35	-1657	-2963	1087	30
36	-1276	-2987	1084	21
37	-857	-3002	1074	27
38	-475	-3000	1067	14
39	-100	-3007	1064	10
40	274	-3009	1020	14
41	-3230	-2390	1090	40
42	-2803	-2452	1067	32
43	-2433	-2465	1074	37
44	-2033	-2498	1078	33
45	-1682	-2492	1077	34
46	-1283	-2591	1069	19
47	-877	-2588	1071	18
48	-492	-2590	1058	17
49	-139	-2589	1070	10
50	281	-2564	1049	9
52	-2805	-2035	1074	37
53	-2433	-2070	1070	40
54	-2055	-2079	1080	30
55	-1662	-2186	1070	30
56	-1292	-2175	1075	17
57	-903	-2202	1055	22
58	-521	-2154	1072	13
59	-143	-2178	1060	9
60	238	-2154	1043	9
61	-3296	-1625	1085	39
62	-2880	-1664	1083	39
63	-2488	-1687	1077	36
64	-2095	-1723	1078	29
65	-1692	-1744	1077	25
66	-1341	-1806	1056	26
67	-925	-1760	1064	18
68	-531	-1750	1063	21
69	-172	-1809	1046	13
70	232	-1768	1032	10
71	-3369	-1150	1099	40
72	-2907	-1185	1092	33
73	-2486	-1198	1101	33
74	-2079	-1216	1086	30
75	-1701	-1269	1092	20
76	-1379	-1293	1061	10
77	-915	-1254	1077	12
78	-572	-1291	1081	12
79	-154	-1279	1070	10
80	227	-1293	1021	9
81	-3274	-794	1078	40
82	-2884	-819	1094	37
83	-2479	-836	1091	35
84	-2121	-873	1079	35
85	-1699	-913	1094	29
86	-1418	-828	1094	22
87	-937	-906	1075	18
88	-539	-926	1061	14
89	-156	-909	1060	8
90	220	-924	1007	10
92	-2855	-381	1094	39
93	-2470	-427	1085	34
94	-2080	-461	1087	29
95	-1680	-484	1077	24
96	-1318	-520	1067	16
97	-923	-494	1057	12
98	-528	-523	1060	10
99	-136	-491	971	9
